id,listing_url_num,last_scraped,host_since,host_duration,host_response_rate,is_response_rate_missing,host_acceptance_rate,is_acceptance_rate_missing,host_is_superhost,host_listings_count,log_host_listings_count,latitude,longitude,accommodates,log_accommodates,bedrooms,log_bedrooms,bathrooms_count,is_bath_shared,amenities,price,log_price,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,neigh_Yau Tsim Mong,neigh_Islands,neigh_Central & Western,neigh_Sai Kung,neigh_Wan Chai,neigh_Sham Shui Po,neigh_Eastern,neigh_Kowloon City,neigh_Yuen Long,neigh_Tai Po,neigh_Sha Tin,neigh_Southern,neigh_Wong Tai Sin,neigh_Kwun Tong,neigh_North,neigh_Tuen Mun,neigh_Kwai Tsing,neigh_Tsuen Wan,property_type_Entire rental unit,property_type_Private room in condo,property_type_Entire serviced apartment,property_type_Entire condo,property_type_Private room in hostel,property_type_Private room in rental unit,property_type_Private room in guesthouse,property_type_Private room in home,property_type_Room in hotel,property_type_Room in aparthotel,property_type_Shared room in hostel,property_type_Shared room in rental unit,property_type_Shared room,property_type_Room in boutique hotel,property_type_Entire loft,property_type_Entire villa,property_type_Private room in guest suite,property_type_Private room in townhouse,property_type_Entire guest suite,property_type_Private room in serviced apartment,property_type_Entire home,property_type_Entire guesthouse,property_type_Houseboat,property_type_Entire bungalow,property_type_Shared room in serviced apartment,property_type_Entire cottage,property_type_Private room in bungalow,property_type_Boat,property_type_Shared room in guesthouse,property_type_Tiny home,property_type_Private room in kezhan,property_type_Private room in bed and breakfast,property_type_Room in bed and breakfast,property_type_Private room,property_type_Private room in nature lodge,property_type_Private room in boat,property_type_Shared room in kezhan,property_type_Private room in minsu,property_type_Room in hostel,property_type_Shared room in condo,property_type_Private room in villa,property_type_Entire vacation home,property_type_Entire townhouse,property_type_Private room in cottage,property_type_Private room in houseboat,property_type_Shared room in guest suite,property_type_Hut,property_type_Entire cabin,property_type_Entire place,property_type_Private room in ryokan,property_type_Shared room in townhouse,property_type_Shared room in hotel,property_type_Private room in tiny home,property_type_Private room in riad,property_type_Private room in farm stay,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,room_type_Hotel room
7.26E+17,7.25859E+17,2025-06-22,2017-07-03,2911,0.63,1,0.18,1,0,1,0,22.29124,114.00917,4,1.386294361,2,0.693147181,1,0,"[""Cooking basics"", ""Washer"", ""Toaster"", ""Wifi"", ""Microwave"", ""Hot water"", ""Stove"", ""Oven"", ""Portable heater"", ""Refrigerator"", ""Dining table"", ""Smoke alarm"", ""Dishes and silverware"", ""Kitchen"", ""Coffee maker: Nespresso"", ""Free dryer \u2013 In unit"", ""Air conditioning"", ""TV"", ""Wine glasses"", ""Freezer"", ""Hot water kettle""]",1235.00 ,7.119,3,7,28,228,8,4.89,5,4.67,4.89,4.78,4.89,4.67,0,0.3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.26E+17,7.26148E+17,2025-06-21,2011-10-09,5004,1,1,1,1,1,3,1.098612289,22.269607,114.18533,6,1.791759469,3,1.098612289,1,0,"[""Cooking basics"", ""Self check-in"", ""Washer"", ""Smart lock"", ""Drying rack for clothing"", ""Hair dryer"", ""Ceiling fan"", ""Wifi"", ""Shampoo"", ""Microwave"", ""Hot water"", ""Refrigerator"", ""Dining table"", ""Dishes and silverware"", ""Dedicated workspace"", ""Kitchen"", ""Pets allowed"", ""Iron"", ""Shower gel"", ""Essentials"", ""Long term stays allowed"", ""Bed linens"", ""Body soap"", ""Hangers"", ""Hot water kettle"", ""Window AC unit""]",850.00 ,6.745,2,13,13,180,9,4.7,4.4,3.9,4.9,4.8,4.9,4.7,1,0.32,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.27E+17,7.26543E+17,2025-06-22,2014-11-09,3878,N/A,0,0.88,1,0,1,0,22.28466,114.15314,2,0.693147181,N/A,N/A,1,0,"[""Cooking basics"", ""Self check-in"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Hair dryer"", ""Cleaning products"", ""Wifi"", ""Shampoo"", ""Conditioner"", ""Hot water"", ""Portable heater"", ""Refrigerator"", ""Dishes and silverware"", ""Dedicated workspace"", ""Kitchen"", ""Iron"", ""Lockbox"", ""Shower gel"", ""Essentials"", ""Air conditioning"", ""Exercise equipment"", ""TV""]",643.00 ,6.466,5,5,5,18,17,4.94,5,4.94,4.89,5,5,4.89,1,0.6,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.33E+17,7.32985E+17,2025-06-21,2022-10-08,987,1,1,0.69,1,0,1,0,22.32431331,114.1607597,3,1.098612289,2,0.693147181,1,0,"[""Cooking basics"", ""Self check-in"", ""Extra pillows and blankets"", ""Clothing storage"", ""Hair dryer"", ""50 inch HDTV with Netflix, standard cable, premium cable"", ""Wifi"", ""Shampoo"", ""Conditioner"", ""Hot water"", ""Room-darkening shades"", ""Portable air conditioning"", ""Refrigerator"", ""Dishes and silverware"", ""Elevator"", ""Kitchen"", ""Pets allowed"", ""Safe"", ""Lockbox"", ""Shower gel"", ""AC - split type ductless system"", ""Essentials"", ""Bed linens"", ""Body soap"", ""Hangers"", ""Washer \u2013\u00a0In unit"", ""Hot water kettle"", ""Gas stove""]",903.00 ,6.806,29,59,89,364,3,4.5,4.5,3.75,4.25,4.75,4,4.25,0,0.12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.34E+17,7.34448E+17,2025-06-21,2016-03-20,3380,1,1,0.36,1,0,4,1.386294361,22.29583,114.01129,2,0.693147181,1,0,1,0,"[""Cooking basics"", ""Self check-in"", ""Washer"", ""Mountain view"", ""Extra pillows and blankets"", ""Clothing storage: closet, wardrobe, and dresser"", ""Toaster"", ""Trash compactor"", ""Park view"", ""Hair dryer"", ""Drying rack for clothing"", ""Cleaning products"", ""Wifi"", ""Shared gym"", ""Portable fans"", ""Conditioner"", ""Hot water"", ""Beach access \u2013 Beachfront"", ""Room-darkening shades"", ""Private hot tub"", ""Refrigerator"", ""Dining table"", ""Dishes and silverware"", ""Dedicated workspace"", ""Elevator"", ""Kitchen"", ""Pets allowed"", ""Blender"", ""Rice maker"", ""Iron"", ""Free dryer \u2013 In unit"", ""Safe"", ""Coffee"", ""Lockbox"", ""Shower gel"", ""Books and reading material"", ""Essentials"", ""Heating"", ""Hockey rink"", ""Long term stays allowed"", ""Bed linens"", ""Bathtub"", ""Exercise equipment"", ""Air conditioning"", ""Body soap"", ""TV"", ""Hangers"", ""Freezer"", ""Coffee maker"", ""Hot water kettle"", ""Gas stove"", ""Various shampoo"", ""Backyard""]",727.00 ,6.589,0,0,13,288,33,4.71,4.76,4.42,4.67,4.88,4.73,4.61,0,1.06,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.34E+17,7.34456E+17,2025-06-21,2015-04-22,3713,0.71,1,0.5,1,0,1,0,22.28273,114.1477,2,0.693147181,1,0,1,0,"[""Cooking basics"", ""Free washer \u2013 In unit"", ""Self check-in"", ""Drying rack for clothing"", ""Hair dryer"", ""Cleaning products"", ""Wifi"", ""55 inch HDTV with Netflix"", ""Muji conditioner"", ""Hot water"", ""Room-darkening shades"", ""Muji shampoo"", ""Mini fridge"", ""Portable heater"", ""Refrigerator"", ""City skyline view"", ""Dishes and silverware"", ""Dedicated workspace"", ""Elevator"", ""Kitchen"", ""Blender"", ""Iron"", ""Clothing storage: closet"", ""Coffee"", ""Lockbox"", ""Shower gel"", ""Essentials"", ""Bed linens"", ""Hangers"", ""Tefal  oven"", ""Wine glasses"", ""Freezer"", ""Coffee maker"", ""Hot water kettle"", ""Muji body soap"", ""Window AC unit"", ""Stainless steel gas stove""]",675.00 ,6.515,5,5,5,5,22,4.84,4.84,4.84,4.96,4.84,4.96,4.72,0,0.76,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.37E+17,7.37323E+17,2025-06-21,2020-02-27,1941,N/A,0,N/A,0,0,7,1.945910149,22.29858,114.17603,16,2.772588722,N/A,N/A,0.5,1,"[""Game console"", ""Board games"", ""TV"", ""BBQ grill"", ""Smoking allowed"", ""Arcade games"", ""Outdoor dining area"", ""Ping pong table"", ""Exterior security cameras on property"", ""Refrigerator"", ""Pool table"", ""Wifi"", ""Movie theater"", ""Air conditioning""]",2832.00 ,7.949,29,59,89,270,1,4,4,4,5,5,4,3,0,0.21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.37E+17,7.37323E+17,2025-06-22,2020-02-27,1942,N/A,0,N/A,0,0,7,1.945910149,22.28212,114.15604,16,2.772588722,N/A,N/A,0.5,1,"[""Air conditioning"", ""Exterior security cameras on property"", ""TV"", ""Wifi""]",2321.00 ,7.75,30,60,90,365,3,5,5,4.67,5,5,5,4.67,0,0.09,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.4E+17,7.40242E+17,2025-06-21,2022-08-18,1038,1,1,1,1,0,27,3.295836866,22.29837,114.1762,2,0.693147181,1,0,1,0,"[""Self check-in"", ""Washer"", ""Smart lock"", ""Hair dryer"", ""Cleaning available during stay"", ""Wifi"", ""Shampoo"", ""Private entrance"", ""Hot water"", ""Room-darkening shades"", ""TV with standard cable"", ""Refrigerator"", ""Fire extinguisher"", ""Dedicated workspace"", ""Smoke alarm"", ""Elevator"", ""Iron"", ""Shower gel"", ""Essentials"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Bed linens"", ""Air conditioning"", ""Hangers"", ""Freezer"", ""Carbon monoxide alarm"", ""Laundromat nearby""]",496.00 ,6.207,24,52,82,172,3,4.67,4.67,4.33,5,5,5,4.67,1,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.4E+17,7.40477E+17,2025-06-21,2022-10-18,977,1,1,0.93,1,0,72,4.276666119,22.29769,114.17547,2,0.693147181,1,0,1,0,"[""Self check-in"", ""Hair dryer"", ""Wifi"", ""Building staff"", ""Paid dryer \u2013 In building"", ""Shampoo"", ""Conditioner"", ""Hot water"", ""Room-darkening shades"", ""Mini fridge"", ""Exterior security cameras on property"", ""Fire extinguisher"", ""Smoke alarm"", ""Dedicated workspace"", ""Elevator"", ""Iron"", ""Paid washer \u2013 In building"", ""Safe"", ""First aid kit"", ""Shower gel"", ""Essentials"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Bed linens"", ""Air conditioning"", ""Clothing storage: wardrobe"", ""TV"", ""Hot water kettle"", ""Carbon monoxide alarm""]",690.00 ,6.537,28,58,88,355,16,4.5,4.63,4.63,4.81,4.81,5,4.56,1,0.54,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.41E+17,7.41488E+17,2025-06-21,2019-11-21,2039,1,1,0.99,1,1,1,0,22.24579007,113.9776675,4,1.386294361,2,0.693147181,1.5,1,"[""Outdoor shower"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""Extra pillows and blankets"", ""Board games"", ""Self check-in"", ""Toaster"", ""Outdoor playground"", ""Drying rack for clothing"", ""Hair dryer"", ""Clothing storage: closet and dresser"", ""Ceiling fan"", ""Cleaning products"", ""Wifi"", ""Private backyard \u2013 Fully fenced"", ""Children\u2019s bikes"", ""Shampoo"", ""Changing table - available upon request"", ""Private entrance"", ""Bikes"", ""Conditioner"", ""Microwave"", ""Children\u2019s books and toys"", ""Hot water"", ""50 inch HDTV with Netflix"", ""Room-darkening shades"", ""Bluetooth sound system"", ""Mini fridge"", ""Oven"", ""Ping pong table"", ""Refrigerator"", ""Dining table"", ""Dishes and silverware"", ""Shared beach access"", ""Kitchen"", ""Piano"", ""Crib - available upon request"", ""Pets allowed"", ""Rice maker"", ""Free dryer \u2013 In unit"", ""BBQ grill"", ""Coffee"", ""Lockbox"", ""Shower gel"", ""Barbecue utensils"", ""AC - split type ductless system"", ""Essentials"", ""Heating"", ""Outdoor furniture"", ""Luggage dropoff allowed"", ""Bed linens"", ""Body soap"", ""Pack \u2019n play/Travel crib - available upon request"", ""Hangers"", ""Outdoor dining area"", ""Wine glasses"", ""Hot water kettle"", ""Gas stove"", ""Single level home"", ""Bidet""]",972.00 ,6.879,9,33,45,45,88,4.98,4.95,4.95,4.92,4.98,4.79,4.86,0,2.99,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.43E+17,7.4266E+17,2025-06-21,2018-08-27,2490,1,1,1,1,0,17,2.833213344,22.29281,114.1987,2,0.693147181,1,0,1,0,"[""Cooking basics"", ""BBQ grill"", ""Washer"", ""Dishes and silverware"", ""Self check-in"", ""Lockbox"", ""Essentials"", ""Fire extinguisher"", ""Outdoor dining area"", ""Outdoor furniture"", ""Hot water kettle"", ""Cleaning products"", ""Wifi"", ""Bed linens"", ""Dedicated workspace"", ""Kitchen"", ""Lock on bedroom door"", ""Air conditioning""]",150.00 ,5.011,7,7,7,195,12,4.69,4.62,4.69,4.85,4.85,4.54,4.77,1,0.4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.43E+17,7.433E+17,2025-06-21,2014-01-11,4179,0.75,1,0.43,1,0,1,0,22.27485,114.16731,3,1.098612289,1,0,1,0,"[""Cooking basics"", ""Washer"", ""Drying rack for clothing"", ""Hair dryer"", ""Cleaning products"", ""Wifi"", ""Shampoo"", ""Hot water"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Piano"", ""Free dryer \u2013 In unit"", ""Shower gel"", ""Essentials"", ""Bed linens"", ""Exercise equipment"", ""Air conditioning"", ""Game console"", ""TV"", ""Hangers""]",1050.00 ,6.957,28,58,88,347,8,4.88,5,4.88,5,5,5,4.88,0,0.35,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.44E+17,7.4436E+17,2025-06-22,2019-12-18,2013,0.85,1,0.99,1,0,4,1.386294361,22.28126,114.18223,2,0.693147181,N/A,N/A,1,0,"[""Iron"", ""Self check-in"", ""Hangers"", ""Essentials"", ""Fire extinguisher"", ""Hair dryer"", ""Keypad"", ""Wifi"", ""Smoke alarm"", ""Shampoo"", ""Air conditioning""]",381.00 ,5.943,28,58,88,178,16,3.9,4,4.05,3.8,4.05,4.4,3.85,1,0.63,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.45E+17,7.44784E+17,2025-06-21,2014-12-02,3854,1,1,0.57,1,0,1,0,22.31789939,114.1645917,2,0.693147181,N/A,N/A,1,0,"[""Induction stove"", ""Cooking basics"", ""Washer"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Hair dryer"", ""Cleaning products"", ""Wifi"", ""Shampoo"", ""Exercise equipment: yoga mat"", ""Microwave"", ""Hot water"", ""Portable heater"", ""Refrigerator"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Harbor view"", ""Kitchen"", ""Elevator"", ""Iron"", ""Clothing storage: closet"", ""Shower gel"", ""Books and reading material"", ""Essentials"", ""Patio or balcony"", ""49 inch HDTV with Netflix"", ""Bed linens"", ""Air conditioning"", ""Body soap"", ""Hangers"", ""Outdoor dining area"", ""Coffee maker"", ""Dryer"", ""Hot water kettle""]",769.00 ,6.645,0,0,14,15,6,5,5,4.8,4.8,4.9,4.9,4.9,0,0.32,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.45E+17,7.45293E+17,2025-06-21,2018-08-27,2490,1,1,1,1,0,17,2.833213344,22.2908,114.2002,2,0.693147181,1,0,1,0,"[""Cooking basics"", ""Free washer \u2013 In unit"", ""Self check-in"", ""Cleaning available during stay"", ""Cleaning products"", ""Wifi"", ""Lock on bedroom door"", ""Shampoo"", ""Hot water"", ""Refrigerator"", ""Dishes and silverware"", ""Dedicated workspace"", ""Fire extinguisher"", ""Kitchen"", ""BBQ grill"", ""Clothing storage: closet"", ""Lockbox"", ""Shower gel"", ""Essentials"", ""Long term stays allowed"", ""Bed linens"", ""Air conditioning"", ""Body soap"", ""Outdoor dining area"", ""Window guards""]",172.00 ,5.147,0,14,14,199,5,4.8,4.6,4.6,5,5,4.4,4.4,1,0.16,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.46E+17,7.45558E+17,2025-06-21,2018-08-27,2490,1,1,1,1,0,17,2.833213344,22.29263,114.20039,2,0.693147181,1,0,1,0,"[""Induction stove"", ""Cooking basics"", ""Self check-in"", ""Washer"", ""Hair dryer"", ""Cleaning products"", ""Wifi"", ""Lock on bedroom door"", ""Shampoo"", ""Fire extinguisher"", ""Dedicated workspace"", ""Kitchen"", ""Rice maker"", ""BBQ grill"", ""Lockbox"", ""Barbecue utensils"", ""Essentials"", ""Outdoor furniture"", ""Air conditioning"", ""Outdoor dining area""]",220.00 ,5.394,6,13,31,259,9,4.42,4.5,4.58,4.58,4.67,4.5,4.25,1,0.38,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.46E+17,7.46143E+17,2025-06-22,2011-11-19,4964,1,1,0.38,1,1,1,0,22.2872,114.14217,1,0,1,0,1,0,"[""Washer"", ""Outdoor dining area"", ""Wifi"", ""Kitchen"", ""Lock on bedroom door"", ""Air conditioning""]",400.00 ,5.991,0,0,27,27,4,5,5,5,5,5,5,5,0,0.16,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.47E+17,7.4666E+17,2025-06-22,2015-09-03,3580,1,1,1,1,0,2,0.693147181,22.21213,114.02898,2,0.693147181,1,0,1,0,"[""TV""]",312.00 ,5.743,29,39,39,144,46,4.32,4.51,4.12,4.63,4.46,4.43,4.35,1,2.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.48E+17,7.48464E+17,2025-06-21,2022-10-29,966,1,1,0.99,1,0,3,1.098612289,22.21462,114.0279,5,1.609437912,N/A,N/A,0.5,1,"[""Conditioner"", ""TV"", ""Shower gel"", ""Hot water"", ""AC - split type ductless system"", ""Private BBQ grill"", ""Fire extinguisher"", ""Hair dryer"", ""Outdoor furniture"", ""Private patio or balcony"", ""Wifi"", ""Smoke alarm"", ""Beach view"", ""Shampoo"", ""Host greets you""]",879.00 ,6.779,19,19,19,19,35,4.51,4.45,4.41,4.78,4.88,4.65,4.33,1,1.65,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.49E+17,7.48985E+17,2025-06-22,2013-04-24,4442,1,1,0.96,1,0,74,4.304065093,22.2788755,114.177237,6,1.791759469,2,0.693147181,1,0,"[""Outdoor shower"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""Extra pillows and blankets"", ""Self check-in"", ""Toaster"", ""Clothing storage"", ""Smart lock"", ""Drying rack for clothing"", ""Hair dryer"", ""Ceiling fan"", ""Cleaning products"", ""Shampoo"", ""Portable fans"", ""40 inch HDTV with standard cable, Netflix"", ""Paid parking off premises"", ""Fast wifi \u2013 219 Mbps"", ""Private entrance"", ""Conditioner"", ""Microwave"", ""Children\u2019s books and toys"", ""Hot water"", ""Oven"", ""Room-darkening shades"", ""Refrigerator"", ""Dining table"", ""Fire extinguisher"", ""Dishes and silverware"", ""Elevator"", ""Kitchen"", ""Pets allowed"", ""Rice maker"", ""Iron"", ""Crib"", ""Pack \u2019n play/Travel crib"", ""Shower gel"", ""AC - split type ductless system"", ""Essentials"", ""Sound system"", ""Heating"", ""Long term stays allowed"", ""Bed linens"", ""Children\u2019s dinnerware"", ""Outlet covers"", ""Ethernet connection"", ""\u5176\u4ed6 induction stove"", ""Hangers"", ""Wine glasses"", ""Freezer"", ""Coffee maker"", ""High chair"", ""Baby bath"", ""Hot water kettle"", ""Single level home""]",1200.00 ,7.09,29,59,89,89,5,5,5,5,5,5,5,4.8,0,0.17,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.52E+17,7.51707E+17,2025-06-21,2018-08-27,2490,1,1,1,1,0,17,2.833213344,22.29228,114.19887,2,0.693147181,1,0,1,0,"[""Iron"", ""Cooking basics"", ""BBQ grill"", ""Extra pillows and blankets"", ""Washer"", ""Self check-in"", ""Hangers"", ""Lockbox"", ""Clothing storage"", ""Essentials"", ""Fire extinguisher"", ""Wifi"", ""Bed linens"", ""Dedicated workspace"", ""Window AC unit"", ""Kitchen"", ""Lock on bedroom door""]",180.00 ,5.193,0,0,0,87,5,4.5,3.83,4.67,5,5,5,4,1,0.19,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
7.55E+17,7.55303E+17,2025-06-22,2012-10-10,4638,0.94,1,0.47,1,0,26,3.258096538,22.46923924,114.2093155,9,2.197224577,2,0.693147181,1,0,"[""Free parking on premises"", ""BBQ grill"", ""TV"", ""First aid kit"", ""Washer"", ""Hot tub"", ""Dedicated workspace"", ""Pets allowed"", ""Outdoor dining area"", ""Refrigerator"", ""Patio or balcony"", ""Wifi"", ""Air conditioning"", ""Kitchen"", ""Exercise equipment""]",1283.00 ,7.157,30,59,85,360,3,4.67,4.67,4.67,4.5,3.83,4.67,4.17,0,0.2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
7.56E+17,7.55926E+17,2025-06-21,2016-03-06,3394,1,1,0.7,1,0,1,0,22.28603,114.14782,2,0.693147181,1,0,1,0,"[""Free washer \u2013 In unit"", ""Self check-in"", ""Hair dryer"", ""Building staff"", ""Portable heater"", ""Fast wifi \u2013 399 Mbps"", ""Refrigerator"", ""City skyline view"", ""Private patio or balcony"", ""Dishes and silverware"", ""Dedicated workspace"", ""Elevator"", ""Kitchen"", ""Shared pool"", ""Pets allowed"", ""Shared sauna"", ""Iron"", ""Free dryer \u2013 In unit"", ""AC - split type ductless system"", ""Outdoor furniture"", ""Luggage dropoff allowed"", ""Exercise equipment"", ""Shared gym in building"", ""Smoking allowed"", ""Outdoor dining area"", ""HDTV with Apple TV, Netflix""]",1582.00 ,7.366,2,21,21,24,14,5,4.86,4.86,5,5,4.93,4.86,0,0.46,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
