id,listing_url_num,last_scraped,host_since,host_duration,host_response_rate,is_response_rate_missing,host_acceptance_rate,is_acceptance_rate_missing,host_is_superhost,host_listings_count,log_host_listings_count,latitude,longitude,accommodates,log_accommodates,bedrooms,log_bedrooms,bathrooms_count,is_bath_shared,amenities,price,log_price,availability_30,availability_60,availability_90,availability_365,number_of_reviews,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,reviews_per_month,neigh_Yau Tsim Mong,neigh_Islands,neigh_Central & Western,neigh_Sai Kung,neigh_Wan Chai,neigh_Sham Shui Po,neigh_Eastern,neigh_Kowloon City,neigh_Yuen Long,neigh_Tai Po,neigh_Sha Tin,neigh_Southern,neigh_Wong Tai Sin,neigh_Kwun Tong,neigh_North,neigh_Tuen Mun,neigh_Kwai Tsing,neigh_Tsuen Wan,property_type_Entire rental unit,property_type_Private room in condo,property_type_Entire serviced apartment,property_type_Entire condo,property_type_Private room in hostel,property_type_Private room in rental unit,property_type_Private room in guesthouse,property_type_Private room in home,property_type_Room in hotel,property_type_Room in aparthotel,property_type_Shared room in hostel,property_type_Shared room in rental unit,property_type_Shared room,property_type_Room in boutique hotel,property_type_Entire loft,property_type_Entire villa,property_type_Private room in guest suite,property_type_Private room in townhouse,property_type_Entire guest suite,property_type_Private room in serviced apartment,property_type_Entire home,property_type_Entire guesthouse,property_type_Houseboat,property_type_Entire bungalow,property_type_Shared room in serviced apartment,property_type_Entire cottage,property_type_Private room in bungalow,property_type_Boat,property_type_Shared room in guesthouse,property_type_Tiny home,property_type_Private room in kezhan,property_type_Private room in bed and breakfast,property_type_Room in bed and breakfast,property_type_Private room,property_type_Private room in nature lodge,property_type_Private room in boat,property_type_Shared room in kezhan,property_type_Private room in minsu,property_type_Room in hostel,property_type_Shared room in condo,property_type_Private room in villa,property_type_Entire vacation home,property_type_Entire townhouse,property_type_Private room in cottage,property_type_Private room in houseboat,property_type_Shared room in guest suite,property_type_Hut,property_type_Entire cabin,property_type_Entire place,property_type_Private room in ryokan,property_type_Shared room in townhouse,property_type_Shared room in hotel,property_type_Private room in tiny home,property_type_Private room in riad,property_type_Private room in farm stay,room_type_Entire home/apt,room_type_Private room,room_type_Shared room,room_type_Hotel room
103760,103760,2025-06-21,N/A,N/A,N/A,0,N/A,0,0,N/A,N/A,22.28418,114.15431,6,1.791759469,2,0.693147181,1,0,"[""Cooking basics"", ""Free washer \u2013 In unit"", ""Self check-in"", ""Hair dryer"", ""Wifi"", ""Shampoo"", ""Refrigerator"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Iron"", ""Crib"", ""Lockbox"", ""AC - split type ductless system"", ""Essentials"", ""Heating"", ""Children\u2019s dinnerware"", ""55 inch HDTV with standard cable"", ""Window AC unit""]",1319.00 ,7.185,29,59,89,364,303,4.47,4.4,4.48,4.49,4.63,4.72,4.41,0,1.85,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
248140,248140,2025-06-21,2011-10-17,4996,1,1,0.82,1,1,1,0,22.28228,114.14923,2,0.693147181,1,0,1,0,"[""Cooking basics"", ""Extra pillows and blankets"", ""Toaster"", ""Hair dryer"", ""Ceiling fan"", ""Cleaning available during stay"", ""Cleaning products"", ""Wifi"", ""Shampoo"", ""50 inch HDTV with DVD player"", ""Conditioner"", ""Microwave"", ""Hot water"", ""Oven"", ""Room-darkening shades"", ""Refrigerator"", ""Smoke alarm"", ""Dishes and silverware"", ""Elevator"", ""Kitchen"", ""Iron"", ""Clothing storage: closet"", ""Shower gel"", ""AC - split type ductless system"", ""Essentials"", ""Heating"", ""Long term stays allowed"", ""Bed linens"", ""Body soap"", ""Hangers"", ""Wine glasses"", ""Coffee maker"", ""Hot water kettle"", ""Gas stove"", ""Carbon monoxide alarm"", ""Laundromat nearby""]",800.00 ,6.685,0,0,23,24,220,4.9,4.91,4.92,4.94,4.97,4.75,4.79,0,1.36,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
306515,306515,2025-06-21,2012-01-07,4914,N/A,0,N/A,0,0,2,0.693147181,22.28376,114.15313,2,0.693147181,1,0,N/A,N/A,"[""TV"", ""Washer"", ""Dryer"", ""Wifi"", ""Elevator"", ""Kitchen"", ""Air conditioning""]",1127.00 ,7.027,29,59,89,364,19,4.88,5,4.95,4.72,4.84,4.89,4.79,0,0.12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
378047,378047,2025-06-21,2012-02-24,4866,1,1,0,1,0,1,0,22.26674,113.99269,4,1.386294361,1,0,1,0,"[""Iron"", ""Smoking allowed"", ""Washer"", ""Hangers"", ""Children\u2019s books and toys"", ""Pets allowed"", ""Essentials"", ""Hair dryer"", ""Heating"", ""Long term stays allowed"", ""Dryer"", ""Wifi"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Kitchen"", ""Shampoo"", ""Air conditioning"", ""Host greets you""]",587.00 ,6.375,26,56,86,98,80,4.82,4.77,4.83,4.91,4.94,4.51,4.62,0,0.52,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
505456,505456,2025-06-21,2011-09-21,5022,1,1,0.83,1,1,1,0,22.28543,114.1489,4,1.386294361,1,0,1,0,"[""Cooking basics"", ""Extra pillows and blankets"", ""Toaster"", ""Drying rack for clothing"", ""Hair dryer"", ""Clothing storage: closet and dresser"", ""Cleaning products"", ""Wifi"", ""HDTV with standard cable, Netflix, premium cable"", ""Shampoo"", ""Paid parking off premises"", ""Exercise equipment: yoga mat"", ""Microwave"", ""Hot water"", ""Stove"", ""Room-darkening shades"", ""Dove conditioner"", ""Ocean view"", ""Refrigerator"", ""Dining table"", ""Smoke alarm"", ""Dedicated workspace"", ""Dishes and silverware"", ""Kitchen"", ""Elevator"", ""Pets allowed"", ""Iron"", ""Pack \u2019n play/Travel crib"", ""Free dryer \u2013 In unit"", ""Coffee"", ""Shower gel"", ""Books and reading material"", ""Essentials"", ""Heating"", ""Long term stays allowed"", ""Bed linens"", ""Children\u2019s dinnerware"", ""Dove body soap"", ""Air conditioning"", ""Ethernet connection"", ""Free street parking"", ""Hangers"", ""Wine glasses"", ""Bay view"", ""Coffee maker"", ""Hot water kettle"", ""Carbon monoxide alarm"", ""Host greets you""]",1053.00 ,6.959,10,40,70,323,303,4.71,4.75,4.81,4.89,4.84,4.8,4.6,0,1.96,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
562659,562659,2025-06-21,2012-06-28,4741,0.92,1,0.68,1,0,10,2.302585093,22.28113,114.18416,2,0.693147181,1,0,1,0,"[""TV"", ""Washer"", ""Wifi"", ""Elevator"", ""Kitchen"", ""Air conditioning""]",648.00 ,6.474,22,41,41,244,8,5,4.88,5,5,4.88,5,4.88,0,0.1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
562775,562775,2025-06-22,2012-06-28,4742,1,1,1,1,0,27,3.295836866,22.27825,114.17699,8,2.079441542,1,0,1,0,"[""Cooking basics"", ""Board games"", ""Washer"", ""Extra pillows and blankets"", ""Self check-in"", ""Hair dryer"", ""Kitchenette"", ""Cleaning products"", ""Wifi"", ""Building staff"", ""Waterfront"", ""Microwave"", ""Hot water"", ""Room-darkening shades"", ""Housekeeping available from 8:00\u202fAM to 11:00\u202fPM, every day"", ""Exterior security cameras on property"", ""Refrigerator"", ""Dining table"", ""Smoke alarm"", ""Fire extinguisher"", ""Dedicated workspace"", ""Dishes and silverware"", ""Elevator"", ""Piano"", ""Coffee maker: Nespresso"", ""Iron"", ""Safe"", ""First aid kit"", ""Coffee"", ""Books and reading material"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Bed linens"", ""Movie theater"", ""Game console"", ""Hangers"", ""Wine glasses"", ""Dryer"", ""Hot water kettle"", ""Window AC unit"", ""TEAC sound system with aux"", ""Window guards"", ""Laundromat nearby""]",186.00 ,5.226,30,60,90,365,170,4.52,4.61,4.52,4.83,4.84,4.82,4.54,1,1.77,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
562822,562822,2025-06-21,2012-06-28,4741,0.92,1,0.68,1,0,10,2.302585093,22.27917,114.18577,2,0.693147181,1,0,1,0,"[""TV"", ""Wifi"", ""Elevator"", ""Kitchen"", ""Air conditioning""]",500.00 ,6.215,0,0,0,168,11,5,4.8,4.9,4.6,4.9,4.9,5,0,0.07,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
562840,562840,2025-06-22,2012-06-28,4742,1,1,1,1,0,27,3.295836866,22.2782412,114.1769881,8,2.079441542,1,0,1,0,"[""Cooking basics"", ""Board games"", ""Washer"", ""Extra pillows and blankets"", ""Self check-in"", ""Hair dryer"", ""Kitchenette"", ""Cleaning products"", ""Wifi"", ""Building staff"", ""Waterfront"", ""Microwave"", ""Hot water"", ""Room-darkening shades"", ""Housekeeping available from 8:00\u202fAM to 11:00\u202fPM, every day"", ""Exterior security cameras on property"", ""Refrigerator"", ""Dining table"", ""Smoke alarm"", ""Fire extinguisher"", ""Dedicated workspace"", ""Dishes and silverware"", ""Elevator"", ""Piano"", ""Game console: Xbox One"", ""Iron"", ""Safe"", ""First aid kit"", ""Coffee"", ""Books and reading material"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Bed linens"", ""Movie theater"", ""Air conditioning"", ""Hangers"", ""Wine glasses"", ""Coffee maker"", ""Dryer"", ""Hot water kettle"", ""Window guards"", ""Laundromat nearby"", ""TEAC sound system""]",186.00 ,5.226,30,60,90,365,25,4.52,4.66,4.55,4.93,4.9,4.97,4.38,1,0.18,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
578652,578652,2025-06-22,2012-07-06,4734,1,1,1,1,0,3,1.098612289,22.25382,113.86251,5,1.609437912,1,0,1,0,"[""TV"", ""Hangers"", ""Hot water"", ""Essentials"", ""Fire extinguisher"", ""Hair dryer"", ""Heating"", ""Exterior security cameras on property"", ""Long term stays allowed"", ""Wifi"", ""Backyard"", ""Bed linens"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Shampoo"", ""Air conditioning""]",2058.00 ,7.629,28,58,62,64,12,4.8,4.93,4.87,4.87,4.87,4.8,4.47,0,0.12,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
603049,603049,2025-06-21,2012-07-06,4733,1,1,1,1,0,3,1.098612289,22.25552,113.86369,3,1.098612289,1,0,1,0,"[""TV"", ""Hangers"", ""Hot water"", ""Essentials"", ""Fire extinguisher"", ""Hair dryer"", ""Heating"", ""Exterior security cameras on property"", ""Long term stays allowed"", ""Wifi"", ""Luggage dropoff allowed"", ""Bed linens"", ""Smoke alarm"", ""Shampoo"", ""Air conditioning""]",1300.00 ,7.17,25,55,85,98,38,4.74,4.74,4.72,4.76,4.78,4.74,4.2,0,0.34,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
603050,603050,2025-06-21,2012-07-06,4733,1,1,1,1,0,3,1.098612289,22.25575,113.86351,3,1.098612289,1,0,1,0,"[""TV"", ""Hangers"", ""Hot water"", ""Essentials"", ""Fire extinguisher"", ""Hair dryer"", ""Heating"", ""Exterior security cameras on property"", ""Long term stays allowed"", ""Wifi"", ""Backyard"", ""Bed linens"", ""Luggage dropoff allowed"", ""Smoke alarm"", ""Shampoo"", ""Air conditioning""]",900.00 ,6.802,25,52,82,95,22,4.83,4.77,4.9,4.93,4.93,4.93,4.53,0,0.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
645404,645404,2025-06-21,2011-05-27,5139,1,1,0.95,1,1,6,1.791759469,22.32532,114.16433,1,0,1,0,2.5,1,"[""Self check-in"", ""Extra pillows and blankets"", ""Hair dryer"", ""Cleaning products"", ""Wifi"", ""Shampoo"", ""Conditioner"", ""Microwave"", ""Hot water"", ""Refrigerator"", ""Fire extinguisher"", ""Smoke alarm"", ""Elevator"", ""Iron"", ""First aid kit"", ""Shower gel"", ""Patio or balcony"", ""Bed linens"", ""Air conditioning"", ""Body soap"", ""Smoking allowed"", ""Hangers"", ""Keypad""]",100.00 ,4.605,28,58,88,253,150,4.68,4.61,4.57,4.76,4.72,4.7,4.74,0,1.42,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
646645,646645,2025-06-21,2011-05-27,5139,1,1,0.95,1,1,6,1.791759469,22.32532,114.16433,2,0.693147181,1,0,3,0,"[""Iron"", ""Smoking allowed"", ""Self check-in"", ""Hangers"", ""Hot water"", ""Essentials"", ""Fire extinguisher"", ""Hair dryer"", ""Keypad"", ""Wifi"", ""Smoke alarm"", ""Kitchen"", ""Shampoo"", ""Air conditioning""]",184.00 ,5.215,16,46,76,241,37,4.56,4.72,4.46,4.49,4.65,4.51,4.69,0,0.25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
728122,728122,2025-06-21,2012-10-07,4640,1,1,0.81,1,1,6,1.791759469,22.31807,114.17081,2,0.693147181,1,0,1,0,"[""Washer"", ""Hair dryer"", ""Wifi"", ""Lock on bedroom door"", ""Shampoo"", ""Microwave"", ""Hot water"", ""Refrigerator"", ""City skyline view"", ""Elevator"", ""Dishes and silverware"", ""Dedicated workspace"", ""Kitchen"", ""Long term stays allowed"", ""Luggage dropoff allowed"", ""Bed linens"", ""Air conditioning"", ""TV"", ""Hangers"", ""Host greets you""]",215.00 ,5.371,20,45,45,213,15,4.21,4.2,4,4.47,4.53,4.73,3.93,0,0.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
741936,741936,2025-06-22,2012-10-07,4641,1,1,0.81,1,1,6,1.791759469,22.31805,114.17074,4,1.386294361,1,0,1,0,"[""TV with standard cable"", ""City skyline view"", ""Wifi"", ""Elevator"", ""Air conditioning""]",238.00 ,5.472,30,60,90,326,4,4.67,4.75,4.5,5,4.5,4.75,4.75,0,0.03,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
741955,741955,2025-06-21,2012-10-07,4640,1,1,0.81,1,1,6,1.791759469,22.31828,114.17047,2,0.693147181,1,0,1,0,"[""Washer"", ""Extra pillows and blankets"", ""Hair dryer"", ""Wifi"", ""Lock on bedroom door"", ""Shampoo"", ""Hot water"", ""TV with standard cable"", ""Refrigerator"", ""Elevator"", ""Dishes and silverware"", ""Kitchen"", ""Shower gel"", ""Essentials"", ""Bed linens"", ""Air conditioning"", ""Ethernet connection"", ""Hangers"", ""High chair""]",179.00 ,5.187,0,0,0,51,18,4.62,4.48,4.33,4.71,4.86,4.86,4.48,0,0.14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
742040,742040,2025-06-21,2012-10-07,4640,1,1,0.81,1,1,6,1.791759469,22.31792,114.17042,1,0,1,0,1,0,"[""Ethernet connection"", ""Elevator"", ""Washer"", ""Dishes and silverware"", ""Hangers"", ""Shower gel"", ""Hot water"", ""Lock on bedroom door"", ""Essentials"", ""Hair dryer"", ""TV with standard cable"", ""Refrigerator"", ""Wifi"", ""Bed linens"", ""Kitchen"", ""Shampoo"", ""Air conditioning""]",170.00 ,5.136,0,0,0,52,41,4.29,4.56,4.2,4.53,4.73,4.58,4.39,0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
764696,764696,2025-06-21,N/A,N/A,N/A,0,N/A,0,1,N/A,N/A,22.50294,114.13365,1,0,1,0,1.5,1,"[""Cooking basics"", ""Self check-in"", ""Washer"", ""Extra pillows and blankets"", ""Drying rack for clothing"", ""Hair dryer"", ""Wifi"", ""Building staff"", ""Hot water"", ""Room-darkening shades"", ""TV with standard cable"", ""Refrigerator"", ""Dishes and silverware"", ""Dedicated workspace"", ""Elevator"", ""Kitchen"", ""Shared pool"", ""Iron"", ""Clothing storage: closet"", ""Essentials"", ""Heating"", ""Bed linens"", ""Bathtub"", ""Air conditioning"", ""Hangers"", ""Gym""]",380.00 ,5.94,0,0,0,82,31,4.74,4.85,4.8,4.85,4.79,4.69,4.74,0,0.26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
788273,788273,2025-06-21,2012-11-12,4604,1,1,0.93,1,0,4,1.386294361,22.21287,114.03027,4,1.386294361,2,0.693147181,1,0,"[""Smoking allowed"", ""Washer"", ""Beach access \u2013 Beachfront"", ""TV with standard cable"", ""Refrigerator"", ""Wifi"", ""Smoke alarm"", ""Dedicated workspace"", ""Kitchen"", ""Dishes and silverware"", ""Air conditioning""]",1494.00 ,7.309,0,0,0,233,7,4.5,4.43,4.29,4.86,4.43,4.86,4.57,1,0.05,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
792974,792974,2025-06-22,2012-04-18,4813,1,1,0.88,1,1,1,0,22.28044425,114.1506355,2,0.693147181,N/A,N/A,1,0,"[""Heating - split type ductless system"", ""Induction stove"", ""Cooking basics"", ""Free washer \u2013 In unit"", ""Extra pillows and blankets"", ""Self check-in"", ""Drying rack for clothing"", ""Hair dryer"", ""Kitchenette"", ""Cleaning available during stay"", ""Cleaning products"", ""Wifi"", ""Shampoo"", ""Conditioner"", ""Hot water"", ""Room-darkening shades"", ""Mini fridge"", ""Portable heater"", ""Fire extinguisher"", ""Dedicated workspace"", ""Dishes and silverware"", ""Coffee maker: Nespresso"", ""Rice maker"", ""32 inch HDTV"", ""Lockbox"", ""Shower gel"", ""AC - split type ductless system"", ""Essentials"", ""Sound system"", ""Outdoor furniture"", ""Long term stays allowed"", ""Bed linens"", ""Bathtub"", ""Body soap"", ""Clothing storage: wardrobe"", ""Hangers"", ""Outdoor dining area"", ""Wine glasses"", ""Hot water kettle"", ""Laundromat nearby""]",1031.00 ,6.938,21,51,81,356,51,4.82,4.88,4.78,4.82,4.94,5,4.75,0,0.35,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
816463,816463,2025-06-21,2011-11-26,4956,0.7,1,0.92,1,0,3,1.098612289,22.28198,114.13258,4,1.386294361,1,0,1,0,"[""Cooking basics"", ""Washer"", ""Extra pillows and blankets"", ""Hair dryer"", ""Wifi"", ""Shampoo"", ""Private entrance"", ""Microwave"", ""Hot water"", ""Stove"", ""Oven"", ""Beach access \u2013 Beachfront"", ""Refrigerator"", ""Dishes and silverware"", ""Dedicated workspace"", ""Kitchen"", ""Baking sheet"", ""Pets allowed"", ""Iron"", ""Shower gel"", ""Essentials"", ""Long term stays allowed"", ""Patio or balcony"", ""Luggage dropoff allowed"", ""Bed linens"", ""Air conditioning"", ""Smoking allowed"", ""TV"", ""Hangers"", ""Single level home""]",825.00 ,6.715,18,30,60,214,18,4.28,4.17,4.17,4.5,4.44,4.44,4.39,1,0.12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
825791,825791,2025-06-21,2012-10-10,4637,0.94,1,0.47,1,0,26,3.258096538,22.30209,114.17608,2,0.693147181,1,0,1,0,"[""Cooking basics"", ""Self check-in"", ""Washer"", ""Smart lock"", ""Hair dryer"", ""Wifi"", ""Shampoo"", ""Paid parking off premises"", ""Hot water"", ""Stove"", ""TV with standard cable"", ""Refrigerator"", ""Dishes and silverware"", ""Kitchen"", ""Pets allowed"", ""Iron"", ""Essentials"", ""Heating"", ""Long term stays allowed"", ""Air conditioning"", ""Hangers""]",492.00 ,6.198,13,43,73,208,97,4.47,4.42,4.49,4.49,4.65,4.64,4.32,0,0.71,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
849316,849316,2025-06-21,2012-12-15,4571,1,1,0.83,1,1,1,0,22.27742,114.18156,3,1.098612289,1,0,1,0,"[""Carbon monoxide alarm"", ""Cooking basics"", ""Free parking on premises"", ""Washer"", ""Extra pillows and blankets"", ""Self check-in"", ""Hair dryer"", ""Cleaning products"", ""Wifi"", ""Shampoo"", ""Paid parking off premises"", ""Microwave"", ""Children\u2019s books and toys"", ""Hot water"", ""Stove"", ""Room-darkening shades"", ""TV with standard cable"", ""Refrigerator"", ""Smoke alarm"", ""Fire extinguisher"", ""Dedicated workspace"", ""Kitchen"", ""Dishes and silverware"", ""Pets allowed"", ""Iron"", ""Essentials"", ""Heating"", ""Luggage dropoff allowed"", ""Bed linens"", ""Children\u2019s dinnerware"", ""Outlet covers"", ""Hangers"", ""Coffee maker"", ""Keypad"", ""Window AC unit"", ""Window guards""]",458.00 ,6.127,11,30,43,44,108,4.58,4.64,4.49,4.83,4.77,4.88,4.53,0,0.83,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
861654,861654,2025-06-22,2012-10-10,4638,0.94,1,0.47,1,0,26,3.258096538,22.307896,114.166949,2,0.693147181,1,0,1,0,"[""Iron"", ""Cooking basics"", ""Self check-in"", ""TV"", ""Hangers"", ""Hot water"", ""Essentials"", ""Hair dryer"", ""Long term stays allowed"", ""Wifi"", ""Building staff"", ""Kitchen"", ""Shampoo"", ""Pets allowed"", ""Paid parking off premises""]",459.00 ,6.129,23,53,83,358,43,4.33,4.42,4.64,4.38,4.53,4.44,4.18,0,0.3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
869969,869969,2025-06-21,2013-01-04,4551,0.5,1,0.37,1,0,423,6.047372179,22.32514,114.17712,1,0,1,0,1,0,"[""TV with standard cable"", ""Air conditioning"", ""Wifi""]",217.00 ,5.38,28,58,88,363,2,4,4,4.5,4.5,4,4,5,0,0.01,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
