,size,share,avg_amenities,feature_means
0,1204,0.4113426716774855,23.64451827242525,"{'Profile_Category_Accessibility_Count': 0.6162790697674418, 'Profile_Category_Bathroom_Personal_Count': 4.553986710963455, 'Profile_Category_Bedding_Comfort_Count': 3.5548172757475083, 'Profile_Category_Business_Work_Count': 1.973421926910299, 'Profile_Category_Climate_Control_Count': 1.382890365448505, 'Profile_Category_Essential_Tech_Count': 0.9194352159468439, 'Profile_Category_Kitchen_Dining_Count': 6.475913621262459, 'Profile_Category_Outdoor_Recreation_Count': 0.9825581395348837, 'Profile_Category_Safety_Security_Count': 2.191860465116279, 'Profile_Category_Transportation_Count': 0.4426910299003322, 'Profile_Category_Family_Pets_Count': 0.5506644518272426}"
1,1723,0.5886573283225145,10.826465467208358,"{'Profile_Category_Accessibility_Count': 0.4596633778293674, 'Profile_Category_Bathroom_Personal_Count': 2.0562971561230414, 'Profile_Category_Bedding_Comfort_Count': 1.465467208357516, 'Profile_Category_Business_Work_Count': 1.2234474753337203, 'Profile_Category_Climate_Control_Count': 1.016250725478816, 'Profile_Category_Essential_Tech_Count': 0.7243180499129426, 'Profile_Category_Kitchen_Dining_Count': 1.616947185142194, 'Profile_Category_Outdoor_Recreation_Count': 0.16018572257690075, 'Profile_Category_Safety_Security_Count': 1.9419616947185143, 'Profile_Category_Transportation_Count': 0.0812536273940801, 'Profile_Category_Family_Pets_Count': 0.08067324434126523}"
