,Profile_Category_Accessibility_Count,Profile_Category_Bathroom_Personal_Count,Profile_Category_Bedding_Comfort_Count,Profile_Category_Business_Work_Count,Profile_Category_Climate_Control_Count,Profile_Category_Essential_Tech_Count,Profile_Category_Kitchen_Dining_Count,Profile_Category_Outdoor_Recreation_Count,Profile_Category_Safety_Security_Count,Profile_Category_Transportation_Count,Profile_Category_Family_Pets_Count,price,log_price,longitude,latitude
0,0,2,1,2,1,1,4,0,2,0,1,1319.0,7.1846291527173145,114.15431,22.28418
1,1,6,5,1,2,1,9,0,2,0,0,800.0,6.684611727667927,114.14923,22.28228
2,1,0,0,1,1,1,1,0,0,0,0,1127.0,7.027314514039777,114.15313,22.28376
3,0,2,2,1,2,0,1,0,1,0,1,587.0,6.375024819828097,113.99269,22.26674
4,1,6,5,3,2,1,9,0,2,1,2,1053.0,6.959398512133975,114.1489,22.28543
5,1,0,0,1,1,1,1,0,0,0,0,648.0,6.473890696352274,114.18416,22.28113
6,1,3,4,2,0,1,8,0,4,0,0,186.0,5.225746673713202,114.17699,22.27825
7,1,0,0,1,1,1,1,0,0,0,0,500.0,6.214608098422191,114.18577,22.27917
8,1,3,4,2,1,1,8,0,4,0,0,186.0,5.225746673713202,114.1769881,22.2782412
9,0,3,3,1,2,1,0,0,3,0,0,2058.0,7.629489916393995,113.86251,22.25382
10,0,3,3,1,2,1,0,0,3,0,0,1300.0,7.170119543449628,113.86369,22.25552
11,0,3,3,1,2,1,0,0,3,0,0,900.0,6.802394763324311,113.86351,22.25575
12,1,5,4,1,1,0,2,2,3,0,0,100.0,4.605170185988092,114.16433,22.32532
13,0,3,2,1,1,0,1,0,2,0,0,184.0,5.214935757608986,114.16433,22.32532
14,1,3,2,2,1,1,4,0,1,0,0,215.0,5.3706380281276624,114.17081,22.31807
15,1,0,0,1,1,1,0,0,0,0,0,238.0,5.472270673671475,114.17074,22.31805
16,1,3,5,2,1,1,3,0,1,0,1,179.0,5.187385805840755,114.17047,22.31828
17,1,3,3,2,1,1,3,0,1,0,0,170.0,5.135798437050262,114.17042,22.31792
18,1,2,5,2,2,1,4,1,0,0,0,380.0,5.940171252720432,114.13365,22.50294
19,0,0,0,2,1,1,3,0,1,0,0,1494.0,7.309212365692763,114.03027,22.21287
20,0,6,5,2,1,2,6,1,2,0,0,1031.0,6.93828448401696,114.1506355,22.28044425
21,0,3,5,2,1,1,7,2,0,0,1,825.0,6.715383386334681,114.13258,22.28198
22,0,3,2,1,2,1,5,0,1,1,1,492.0,6.198478716492308,114.17608,22.30209
23,0,3,5,2,1,1,7,0,3,2,1,458.0,6.126869184114185,114.18156,22.27742
24,0,3,2,1,0,1,2,0,0,1,1,459.0,6.129050210060545,114.166949,22.307896
25,0,0,0,1,1,1,0,0,0,0,0,217.0,5.37989735354046,114.17712,22.32514
26,0,0,0,1,1,1,1,0,0,0,0,180.0,5.19295685089021,114.16845,22.31318
27,0,0,0,1,1,1,0,0,0,0,0,180.0,5.19295685089021,114.17065,22.31188
28,1,6,5,3,2,1,8,0,4,0,2,952.0,6.858565034791365,114.17058,22.32257
29,0,5,4,2,2,2,8,0,3,0,1,848.0,6.742880635791903,114.15375,22.28457
30,0,4,5,1,1,1,6,0,2,0,1,469.0,6.150602768446279,114.15418,22.28324
31,0,0,0,1,1,1,3,0,2,0,0,560.0,6.327936783729195,114.14737,22.28526
32,1,0,0,1,1,1,0,0,0,0,0,852.0,6.747586526829315,114.1685,22.31721
33,0,3,2,1,2,0,4,0,2,0,1,646.0,6.470799503782602,114.15307,22.28272
34,0,0,0,0,1,1,1,0,0,0,0,180.0,5.19295685089021,114.15054,22.28665
35,1,0,0,1,1,1,1,0,0,0,0,600.0,6.396929655216146,114.15149,22.28589
36,0,2,2,0,2,1,1,1,0,0,1,3791.0,8.240385115516334,114.01123,22.29288
37,0,0,0,1,1,1,1,0,0,0,0,206.0,5.327876168789581,114.15186,22.28528
38,1,3,2,1,1,1,0,0,2,1,0,334.0,5.811140992976701,114.16888,22.31585
39,1,0,0,1,1,0,1,0,0,0,0,206.0,5.327876168789581,114.14785,22.28564
40,0,1,1,1,1,1,1,0,3,0,0,180.0,5.19295685089021,114.14945,22.28796
41,0,3,6,0,2,1,7,5,0,1,0,600.0,6.396929655216146,114.21369,22.21892
42,1,0,0,1,1,1,1,0,0,0,0,419.0,6.037870919922137,114.18619,22.27886
43,1,6,4,2,2,2,7,3,2,1,1,1614.0,7.3864708488298945,114.1703319,22.31343
44,0,4,2,2,1,1,4,3,1,1,1,651.0,6.478509642208569,114.05844,22.48134
45,0,1,2,1,1,1,1,0,2,0,0,230.0,5.438079308923196,114.15777,22.28115
46,0,0,0,0,1,1,1,0,0,0,0,180.0,5.19295685089021,114.19887,22.28853
47,0,1,1,1,1,0,1,0,1,0,0,647.0,6.472346294500901,114.15275,22.28335
48,1,3,2,1,2,1,9,1,5,0,2,1850.0,7.52294091807237,114.02168,22.29376
49,1,5,5,3,2,2,10,0,3,1,5,1200.0,7.090076835776092,114.1912,22.28608
50,1,6,5,2,2,1,8,0,5,2,1,903.0,6.805722553416985,114.17041,22.32238
51,0,1,3,1,1,0,1,0,3,0,0,160.0,5.075173815233827,114.19454,22.28942
52,1,6,5,4,2,1,8,0,4,2,2,1393.0,7.239214973779806,114.17032,22.3223
53,0,2,2,1,2,1,6,0,3,0,3,650.0,6.476972362889683,114.1677,22.31338
54,1,0,0,1,1,0,1,0,0,0,0,180.0,5.19295685089021,114.21525,22.33856
55,0,0,0,1,1,0,1,0,0,0,0,180.0,5.19295685089021,114.18248,22.28102
56,0,2,3,1,2,1,5,3,0,0,1,680.0,6.522092798170152,114.1871,22.26772
57,1,2,0,1,1,0,0,1,1,0,0,329.0,5.796057750765372,114.15398,22.28508
58,1,2,1,1,1,1,0,0,2,0,0,1210.0,7.098375638590786,114.17158,22.29767
59,1,1,1,1,0,1,0,0,2,0,0,968.0,6.875232087276577,114.17171,22.29588
60,0,5,3,2,2,1,5,0,3,0,0,408.0,6.0112671744041615,114.18609,22.28008
61,0,5,3,2,2,1,5,0,3,0,0,359.0,5.883322388488279,114.18473,22.27859
62,0,5,3,2,2,1,5,0,3,0,0,505.0,6.22455842927536,114.18438,22.27993
63,0,0,0,1,1,1,1,0,0,0,0,180.0,5.19295685089021,114.15372,22.28469
64,0,0,0,0,1,0,1,0,0,0,0,180.0,5.19295685089021,114.15166,22.27839
65,0,0,0,1,1,0,1,0,0,0,0,180.0,5.19295685089021,114.19076,22.28339
66,1,5,3,2,0,1,9,0,3,1,0,1011.0,6.918695219020472,114.17636,22.27891
67,1,5,3,2,1,1,4,0,0,1,0,1370.0,7.222566018822171,114.17207,22.31794
68,0,0,1,1,2,1,1,0,2,0,0,700.0,6.551080335043404,114.14988,22.28241
69,0,4,5,1,1,1,8,2,4,2,1,1550.0,7.346010209913293,114.1877,22.38455
70,1,3,2,2,1,1,7,3,5,2,1,905.0,6.807934943699926,114.27094,22.29396
71,1,4,2,1,1,1,2,0,0,0,0,400.0,5.991464547107982,114.1763,22.27788
72,1,4,2,1,0,1,7,0,0,0,0,301.0,5.707110264748875,114.17478,22.27783
73,1,2,2,1,2,1,1,0,0,0,0,500.0,6.214608098422191,114.17808,22.27803
74,1,3,3,2,2,1,7,4,5,3,0,450.0,6.1092475827643655,114.27338,22.29311
75,1,3,3,1,2,1,7,4,4,2,0,700.0,6.551080335043404,114.27223,22.29436
76,1,3,3,1,2,1,7,4,4,2,0,700.0,6.551080335043404,114.27076,22.29595
77,1,4,5,2,0,1,8,2,4,3,1,1459.0,7.285506548522785,114.27091,22.29449
78,1,1,1,2,1,1,0,1,0,0,0,523.0,6.259581464064923,114.18658,22.38055
79,1,5,5,3,2,2,9,0,3,1,5,1200.0,7.090076835776092,114.19254,22.28394
80,1,3,2,1,1,1,0,0,2,1,0,465.0,6.142037405587356,114.17058,22.31716
81,1,3,2,1,1,1,0,0,2,1,0,290.0,5.66988092298052,114.16945,22.31782
82,1,3,3,2,2,1,7,2,4,2,0,1250.0,7.1308988302963465,114.2731,22.29287
83,0,0,0,0,1,0,1,0,0,0,0,250.0,5.521460917862246,114.18248,22.27902
84,1,5,3,1,3,1,8,3,2,0,4,836.0,6.728628613084702,114.19866,22.28922
85,1,3,2,1,1,1,0,0,3,1,0,305.0,5.720311776607412,114.16859,22.31664
86,1,3,2,1,1,1,0,0,1,1,0,393.0,5.973809611869261,114.16892,22.31686
87,1,3,2,1,1,1,0,0,1,1,0,305.0,5.720311776607412,114.16884,22.3174
88,1,3,2,1,1,1,0,0,2,1,0,373.0,5.921578419643816,114.17059,22.31574
89,0,5,5,2,1,1,7,0,0,0,1,428.0,6.059123195581797,114.142,22.28602
90,0,1,1,1,1,1,3,0,0,0,0,2272.0,7.7284157798410416,114.17188,22.31302
91,1,5,5,3,2,2,11,6,1,2,1,380.0,5.940171252720432,114.27281,22.29417
92,1,5,5,3,1,2,9,4,5,2,1,561.0,6.329720905522696,114.27189,22.29356
93,0,0,0,0,1,1,1,0,0,0,0,180.0,5.19295685089021,114.15046,22.28041
94,1,4,0,1,2,1,6,0,0,0,0,800.0,6.684611727667927,114.17873,22.27646
95,0,0,0,1,1,1,1,0,0,0,0,206.0,5.327876168789581,114.17227,22.30961
96,0,4,5,2,1,1,8,2,6,1,0,400.0,5.991464547107982,114.18673,22.38395
97,0,3,5,2,2,1,8,2,6,1,0,775.0,6.652863029353347,114.18642,22.38396
98,0,4,5,1,1,0,8,2,6,1,0,481.0,6.175867270105761,114.18784,22.38177
99,0,0,0,1,1,1,1,0,0,0,0,180.0,5.19295685089021,114.1821,22.2767
100,0,0,0,1,1,1,1,0,0,0,0,217.0,5.37989735354046,114.19902,22.2901
101,0,0,0,0,1,1,0,0,0,0,0,217.0,5.37989735354046,114.1692,22.31305
102,0,0,0,0,1,1,1,0,0,0,0,180.0,5.19295685089021,114.15085,22.28051
103,1,4,5,1,2,1,5,1,2,0,1,1055.0,6.961296045910167,114.16951,22.31898
104,0,0,0,1,1,1,0,0,0,0,0,180.0,5.19295685089021,114.15076,22.2826
105,1,5,5,2,2,1,6,0,5,1,0,400.0,5.991464547107982,114.1665878,22.30679131
106,1,3,2,1,1,1,0,0,3,1,0,510.0,6.234410725718371,114.16852,22.31747
107,1,5,5,3,1,2,11,4,4,1,1,392.0,5.971261839790462,114.2728257,22.29407178
108,1,3,2,2,2,1,7,4,5,2,0,800.0,6.684611727667927,114.26792,22.29588
109,1,2,5,2,2,1,7,2,5,1,2,2520.0,7.832014180505469,114.20241,22.29311
110,0,2,5,1,2,1,10,5,2,1,0,1700.0,7.438383530044307,114.26637,22.38723
111,1,5,4,1,1,0,2,2,2,0,0,100.0,4.605170185988092,114.16433,22.32532
112,1,5,4,1,1,0,3,0,3,0,0,100.0,4.605170185988092,114.16433,22.32532
113,1,3,5,2,2,1,5,0,5,0,0,380.0,5.940171252720432,114.1665878,22.30679131
114,0,0,0,1,1,1,1,0,0,0,0,245.0,5.501258210544727,114.14435,22.28721
115,1,4,5,3,1,1,8,0,5,0,0,707.0,6.561030665896573,114.1665878,22.30679131
116,1,6,5,2,1,1,7,0,6,1,0,400.0,5.991464547107982,114.16659,22.30679
117,1,1,1,1,1,1,1,0,4,0,0,246.0,5.5053315359323625,114.1706,22.31988
118,1,3,5,2,2,1,4,0,5,0,0,300.0,5.703782474656201,114.1665878,22.30679131
119,1,1,1,1,1,1,1,1,4,0,0,267.0,5.58724865840025,114.17053,22.3199
120,0,3,5,1,1,0,2,0,4,0,0,264.0,5.575949103146316,114.18659,22.31961
121,1,1,1,1,1,1,0,1,1,0,0,408.0,6.0112671744041615,114.17053,22.31986
122,1,1,1,2,1,1,0,1,4,0,0,258.0,5.552959584921617,114.17059,22.31986
123,1,5,2,2,1,1,2,1,4,0,0,173.0,5.153291594497779,114.172,22.30929
124,1,4,1,2,1,1,2,1,3,0,0,173.0,5.153291594497779,114.1709518,22.30878639
125,1,1,1,1,1,1,0,1,4,0,0,516.0,6.246106765481563,114.17053,22.31989
126,1,1,1,1,1,0,0,1,3,0,0,379.0,5.937536205082426,114.17056,22.31998
127,0,1,1,1,0,1,0,1,2,0,0,300.0,5.703782474656201,114.17053,22.31988
128,1,5,4,2,1,0,2,2,3,0,1,100.0,4.605170185988092,114.16433,22.32532
129,1,1,1,1,1,1,0,0,0,0,0,719.0,6.577861357721047,114.17076,22.31705
130,1,1,1,1,1,1,0,1,5,0,1,295.0,5.68697535633982,114.17053,22.31988
131,1,3,3,2,1,1,7,4,5,2,0,600.0,6.396929655216146,114.27338,22.29439
132,1,3,2,2,2,1,7,2,3,1,3,2500.0,7.824046010856292,114.14862,22.28822
133,1,3,5,2,2,1,4,0,4,0,0,718.0,6.576469569048224,114.1665878,22.30679131
134,1,2,1,2,1,1,0,0,3,0,0,173.0,5.153291594497779,114.17203,22.30769
135,1,5,2,2,1,1,2,0,3,0,0,173.0,5.153291594497779,114.16992,22.3097
136,1,2,5,3,2,1,2,0,2,0,1,350.0,5.857933154483459,114.16546,22.3333
137,1,2,4,3,1,1,3,0,1,0,1,350.0,5.857933154483459,114.16513,22.33316
138,1,3,3,1,1,1,5,0,0,0,0,1291.0,7.1631723908466425,114.17072,22.31255
139,1,3,3,1,1,1,5,0,0,0,0,1205.0,7.094234845924755,114.17059,22.31805
140,1,1,1,2,1,1,1,0,3,0,0,559.0,6.326149473155099,114.17078,22.31979
141,0,1,1,1,2,0,1,0,0,0,1,1800.0,7.495541943884256,114.1488,22.28439
142,1,3,2,2,0,1,0,0,2,0,0,426.0,6.054439346269371,114.17157,22.31837
143,1,3,3,1,1,1,2,1,5,0,0,308.0,5.730099782973574,114.17253,22.2973
144,1,3,3,1,1,1,2,1,4,0,0,229.0,5.43372200355424,114.17249,22.29728
145,1,3,3,1,1,1,2,0,3,0,0,229.0,5.43372200355424,114.17253,22.29728
146,1,5,5,1,1,1,2,0,5,0,0,272.0,5.605802066295998,114.1726,22.29747
147,1,0,1,1,2,1,3,0,1,0,1,700.0,6.551080335043404,114.15344,22.28295
148,1,4,5,1,0,1,6,0,0,0,0,1055.0,6.961296045910167,114.18758,22.27828
149,1,3,5,3,1,1,7,0,4,1,0,1280.0,7.154615356913663,114.25075,22.30151
150,1,2,1,1,1,1,0,0,2,0,0,600.0,6.396929655216146,114.17109,22.3207
151,1,2,1,1,1,1,0,0,2,0,0,400.0,5.991464547107982,114.17034,22.32076
152,1,1,1,1,1,1,0,0,5,0,0,579.0,6.361302477572996,114.17032,22.31767
153,1,1,1,1,1,1,0,0,1,0,0,365.0,5.8998973535824915,114.17126,22.29758
154,1,1,1,1,1,1,0,0,2,0,0,215.0,5.3706380281276624,114.17007,22.31884
155,1,3,3,1,1,1,5,0,0,0,0,1138.0,7.037027614686276,114.16877,22.31451
156,1,3,3,1,1,1,0,0,3,0,0,285.0,5.652489180268651,114.16959,22.31676
157,1,1,2,1,1,0,2,0,3,0,0,292.0,5.676753802268282,114.17579,22.29684
158,1,3,2,2,1,1,0,0,4,0,0,228.0,5.429345628954441,114.17044,22.29692
159,1,4,3,1,1,1,6,0,1,0,0,1106.0,7.00850518208228,114.16817,22.31786291
160,1,1,1,1,1,1,0,0,4,0,0,1800.0,7.495541943884256,114.17232,22.29685
161,1,4,3,1,1,1,1,0,5,0,0,270.0,5.598421958998375,114.16982,22.30762
162,1,3,2,1,1,1,0,1,3,0,0,451.0,6.111467339502679,114.16968,22.31681
163,1,3,2,1,1,1,0,0,3,0,0,328.0,5.793013608384144,114.16968,22.31681
164,1,3,2,1,1,1,0,0,2,0,0,576.0,6.3561076606958915,114.16968,22.31681
165,1,3,2,1,1,1,0,0,3,0,0,295.0,5.68697535633982,114.16968,22.31681
166,1,3,2,1,1,1,0,1,3,0,0,294.0,5.683579767338681,114.16959,22.31677
167,1,3,5,2,2,1,7,2,3,1,2,1975.0,7.5883236773352225,114.14829,22.28808
168,0,2,1,1,2,1,8,0,2,0,1,2900.0,7.9724660159745655,114.19696,22.33564
169,1,3,1,1,1,1,0,1,3,0,0,311.0,5.739792912179234,114.16968,22.31681
170,1,4,3,1,1,1,1,0,6,0,0,241.0,5.484796933490655,114.17144,22.30971
171,1,3,3,1,1,1,2,0,5,0,0,299.0,5.700443573390687,114.17137,22.30776
172,1,1,0,1,1,1,0,0,2,0,0,315.0,5.752572638825633,114.16571,22.30699
173,1,1,1,1,1,1,0,0,2,0,0,236.0,5.4638318050256105,114.16686,22.30676
174,1,1,1,1,1,1,0,1,2,0,0,615.0,6.421622267806518,114.17121,22.31859
175,1,3,2,1,2,1,9,0,0,0,0,1045.0,6.951772164398911,114.17567,22.27346
176,1,1,1,1,2,1,1,1,0,0,0,490.0,6.194405391104672,114.18472,22.27889
177,1,6,5,3,3,1,8,0,3,0,1,1337.0,7.198183577101943,114.17041,22.32206
178,1,5,5,2,3,1,7,0,4,0,2,1071.0,6.976348070447749,114.17034,22.32218
179,1,3,5,2,1,1,2,0,4,1,0,338.0,5.823045895483019,114.17313,22.30264
180,0,1,2,1,1,0,1,0,0,1,0,310.0,5.736572297479192,114.16137,22.32059
181,0,5,3,2,1,1,6,0,3,0,0,608.0,6.410174881966167,114.15273,22.28428
182,1,3,3,2,1,1,4,2,5,2,1,416.0,6.030685260261263,114.16967,22.31676
183,1,4,2,2,1,1,5,0,2,0,0,505.0,6.22455842927536,114.14212,22.28877
184,1,3,2,2,0,1,4,0,3,0,0,260.0,5.560681631015528,114.14375,22.28875
185,0,2,2,1,2,1,1,0,1,0,0,873.0,6.771935555839602,114.16849,22.27476
186,0,2,1,2,0,1,3,4,0,0,0,642.0,6.464588303689961,114.17113,22.27499
187,1,0,1,1,1,1,0,0,2,0,0,700.0,6.551080335043404,114.17156,22.31923
188,1,4,5,2,1,1,10,4,5,0,0,401.0,5.993961427306569,114.14595,22.28823
189,1,5,2,3,1,1,7,2,4,3,1,371.0,5.916202062607435,114.16968,22.31681
190,1,3,5,2,0,1,2,0,4,1,0,219.0,5.389071729816501,114.1712,22.30275
191,0,3,2,1,1,1,0,0,2,0,0,350.0,5.857933154483459,114.17132,22.31792
192,0,2,1,1,1,1,0,0,3,0,0,301.0,5.707110264748875,114.1698,22.31959
193,1,1,2,1,1,1,0,0,3,0,0,1008.0,6.915723448631314,114.17375,22.29669
194,1,6,5,2,1,1,10,3,0,0,0,928.0,6.833031732786201,114.14766,22.28675
195,1,3,1,1,0,1,1,0,3,0,0,277.0,5.6240175061873385,114.17261,22.30508
196,1,3,1,1,0,1,1,0,3,0,0,343.0,5.8377304471659395,114.17271,22.30671
197,1,3,1,2,1,1,3,0,0,0,0,298.0,5.697093486505405,113.9425152,22.28776131
198,1,3,2,1,0,1,1,0,2,0,0,236.0,5.4638318050256105,114.17091,22.30529
199,1,2,2,2,1,1,1,0,2,0,1,317.0,5.75890177387728,114.17074,22.3199
200,1,1,3,1,1,1,6,0,1,1,0,253.0,5.53338948872752,114.13492,22.285
201,1,3,5,1,1,1,1,1,4,0,0,297.0,5.6937321388027,114.17118,22.3183
202,1,3,4,2,1,1,8,0,4,0,0,186.0,5.225746673713202,114.17699,22.27825
203,1,3,1,1,0,1,1,0,3,0,0,290.0,5.66988092298052,114.17232,22.3047
204,1,3,5,2,1,0,3,4,4,3,0,367.0,5.905361848054571,114.20235,22.38425
205,0,3,2,1,2,0,0,0,3,0,0,848.0,6.742880635791903,114.16541,22.32642
206,0,2,2,1,1,1,1,0,2,0,0,565.0,6.336825731146441,114.24995,22.35541
207,0,6,3,2,2,1,5,0,3,0,0,641.0,6.46302945692067,114.15071,22.2828
208,1,4,2,1,0,1,1,0,3,0,0,337.0,5.820082930352362,114.17089,22.30685
209,1,3,1,1,1,1,1,0,4,0,0,450.0,6.1092475827643655,114.17253,22.30922
210,1,3,5,1,1,1,1,0,4,0,0,438.0,6.082218910376446,114.17118,22.3183
211,1,2,1,1,1,1,0,0,3,0,0,400.0,5.991464547107982,114.17209,22.30913
212,1,1,1,1,1,1,0,0,3,0,0,350.0,5.857933154483459,114.17244,22.30958
213,1,1,1,1,1,1,0,0,3,0,0,500.0,6.214608098422191,114.17224,22.3093
214,1,3,2,2,2,1,2,2,4,2,1,379.0,5.937536205082426,114.16968,22.31681
215,1,1,1,1,1,1,0,0,1,0,0,350.0,5.857933154483459,114.17235,22.30914
216,1,1,1,1,1,0,0,0,4,0,0,450.0,6.1092475827643655,114.1701,22.30944
217,1,0,1,1,1,0,0,0,4,0,0,450.0,6.1092475827643655,114.16987,22.30897
218,1,0,1,1,1,1,0,1,4,0,0,500.0,6.214608098422191,114.17032,22.30993
219,1,0,1,1,1,1,0,1,4,0,0,450.0,6.1092475827643655,114.17016,22.30793
220,1,0,1,1,1,1,0,1,4,0,0,550.0,6.309918278226516,114.17031,22.3079
221,1,0,1,1,1,1,0,1,4,0,0,550.0,6.309918278226516,114.17059,22.30994
222,1,2,3,2,3,1,7,0,2,0,0,448.0,6.104793232414985,114.1510925,22.28512383
223,0,3,1,1,0,1,0,0,4,0,0,450.0,6.1092475827643655,114.17262,22.31028
224,1,2,2,1,1,0,2,0,3,0,0,218.0,5.384495062789089,114.17395,22.29765
225,1,0,2,1,1,0,2,0,3,0,0,238.0,5.472270673671475,114.17542,22.29825
226,1,3,1,2,1,1,4,2,4,3,1,379.0,5.937536205082426,114.16968,22.31681
227,1,3,1,2,2,1,2,2,5,2,1,380.0,5.940171252720432,114.16968,22.31681
228,1,3,1,1,0,1,1,0,2,0,0,348.0,5.8522024797744745,114.17128,22.30675
229,1,2,2,1,1,0,2,0,3,0,0,318.0,5.762051382780177,114.17607,22.29712
230,1,4,3,1,0,1,1,0,2,0,0,267.0,5.58724865840025,114.1718063,22.30559921
231,1,2,1,1,1,1,0,0,2,0,0,665.0,6.499787040655854,114.12163,22.28217
232,0,2,0,1,1,1,1,0,3,0,0,459.0,6.129050210060545,114.25004,22.3567
233,1,3,1,2,2,1,2,2,5,2,1,362.0,5.8916442118257715,114.16968,22.31681
234,1,1,1,1,1,1,0,0,4,0,0,209.0,5.342334251964811,114.1709,22.29829
235,1,3,3,2,0,1,5,0,4,1,0,3179.0,8.064321960910803,114.17162,22.30466
236,1,3,2,1,1,1,0,0,3,0,0,451.0,6.111467339502679,114.16986,22.3159
237,1,3,3,2,2,1,4,2,5,3,1,383.0,5.948034989180646,114.16968,22.31681
238,1,3,1,2,1,1,2,2,5,2,1,380.0,5.940171252720432,114.16968,22.31681
239,0,2,4,1,2,1,7,5,2,1,1,3572.0,8.18088094199639,113.98078,22.2422
240,0,1,0,1,2,1,0,0,2,0,0,383.0,5.948034989180646,114.17077,22.30657
241,0,1,0,1,0,1,0,0,2,0,0,446.0,6.100318952020064,114.17099,22.30727
242,0,5,3,2,1,1,6,0,1,0,1,1200.0,7.090076835776092,114.1703057,22.3136888
243,1,3,1,2,2,1,2,2,5,2,1,447.0,6.102558594613569,114.16968,22.31681
244,0,2,2,1,1,0,3,0,2,1,0,145.0,4.976733742420574,114.10954,22.39693
245,0,1,3,1,1,0,1,0,1,1,0,132.0,4.882801922586371,114.14783,22.28804
246,1,5,5,2,0,1,2,0,2,0,0,285.0,5.652489180268651,114.17262,22.29724
247,0,1,0,1,1,1,0,0,2,0,0,509.0,6.2324480165505225,114.17264,22.30614
248,0,6,5,2,2,2,10,1,4,3,0,912.0,6.815639990074331,114.13734,22.28544
249,1,0,1,0,1,1,0,0,0,0,0,611.0,6.415096959171596,114.1704,22.31887
250,1,4,3,2,1,0,4,0,1,0,0,560.0,6.327936783729195,114.13835,22.28523
251,0,1,1,1,1,1,0,0,2,0,0,330.0,5.799092654460526,114.16965,22.31903
252,1,1,1,1,1,1,0,0,2,0,0,360.0,5.886104031450156,114.17153,22.32042
253,0,1,0,1,1,0,0,0,0,0,0,143.0,4.962844630259907,113.9822,22.41317
254,1,3,1,2,1,1,2,2,5,2,1,389.0,5.963579343618446,114.16968,22.31681
255,1,3,1,2,2,1,2,2,5,2,1,416.0,6.030685260261263,114.16968,22.31681
256,1,3,2,1,1,1,0,0,3,0,0,465.0,6.142037405587356,114.16968,22.31681
257,1,3,2,2,1,1,2,2,5,2,1,367.0,5.905361848054571,114.16968,22.31681
258,1,3,1,2,2,1,2,2,5,2,1,402.0,5.996452088619021,114.16968,22.31681
259,1,4,3,1,0,1,1,0,2,0,0,297.0,5.6937321388027,114.1730652,22.29963303
260,0,3,2,1,2,1,6,0,1,0,0,292.0,5.676753802268282,114.22402,22.28041
261,1,3,3,1,0,1,1,0,3,0,0,273.0,5.60947179518496,114.1730728,22.2996254
262,1,3,3,1,1,1,1,0,3,0,0,272.0,5.605802066295998,114.1730576,22.2996788
263,1,4,3,2,0,1,2,0,2,0,0,285.0,5.652489180268651,114.1730576,22.29964256
264,1,1,1,1,0,1,1,0,3,0,0,296.0,5.69035945432406,114.1731033,22.2995472
265,1,1,2,1,1,1,0,0,4,0,0,257.0,5.54907608489522,114.17135,22.29755
266,1,2,2,1,1,1,0,0,2,0,0,285.0,5.652489180268651,114.17059,22.30406
267,1,3,2,2,1,1,2,0,0,0,1,450.0,6.1092475827643655,114.17262,22.29712
268,0,4,5,1,1,1,10,4,4,1,0,450.0,6.1092475827643655,113.92834,22.27764
269,0,4,3,1,1,1,0,0,3,0,0,1148.0,7.045776576879511,113.92764,22.27714
270,0,4,5,1,1,1,11,5,3,1,0,620.0,6.429719478039138,113.92961,22.27864
271,0,2,2,1,1,1,0,0,3,0,0,648.0,6.473890696352274,113.92725,22.27563
272,0,4,5,1,1,1,10,5,4,1,0,558.0,6.324358962381311,113.92908,22.27795
273,0,3,5,1,1,1,8,3,3,1,0,585.0,6.371611847231857,113.92673,22.27731
274,0,2,2,1,1,1,0,0,3,0,0,720.0,6.579251212010101,113.92756,22.27758
275,1,2,2,1,1,1,0,0,2,0,0,301.0,5.707110264748875,114.17107,22.30632
276,1,2,2,1,1,1,0,0,2,0,0,249.0,5.517452896464707,114.1729782,22.30632166
277,0,4,5,1,1,1,11,4,4,1,0,450.0,6.1092475827643655,113.92767,22.27809
278,1,3,2,1,1,1,0,0,3,0,0,451.0,6.111467339502679,114.16968,22.31681
279,0,4,5,1,1,1,10,5,3,1,0,2025.0,7.613324979540639,113.92919,22.27771
280,1,3,2,1,1,1,0,0,3,0,0,295.0,5.68697535633982,114.16968,22.31681
281,1,3,2,1,1,1,0,0,2,0,0,295.0,5.68697535633982,114.16968,22.31681
282,1,0,1,1,1,1,1,0,0,0,0,314.0,5.749392985908253,114.19129,22.28509
283,0,2,2,1,1,1,1,0,1,0,0,569.0,6.343880434126331,114.20257,22.38639
284,1,3,3,1,2,1,6,0,0,0,0,1400.0,7.24422751560335,114.17314,22.2772
285,0,3,1,2,1,0,5,0,1,0,0,1063.0,6.968850378341948,114.1522033,22.28514733
286,1,3,3,1,1,0,0,0,2,0,0,287.0,5.659482215759621,114.1718,22.30605
287,1,3,3,1,1,0,1,0,2,0,0,427.0,6.056784013228625,114.1718,22.30606
288,1,3,3,1,1,0,0,0,2,0,0,259.0,5.556828061699537,114.1718,22.30606
289,1,2,3,2,2,1,1,0,1,0,0,343.0,5.8377304471659395,114.17157,22.29506
290,0,3,2,1,2,1,4,0,1,1,0,462.0,6.135564891081739,114.17612,22.30201
291,1,3,3,1,1,0,0,0,2,0,0,259.0,5.556828061699537,114.1718,22.30606
292,1,3,1,1,0,1,1,0,2,0,0,315.0,5.752572638825633,114.17303,22.30692
293,0,1,0,2,2,1,2,0,0,0,0,291.0,5.673323267171493,114.17146,22.32043
294,1,3,2,1,1,1,1,0,4,0,0,1442.0,7.273786317844895,114.18444,22.30767
295,1,3,3,2,1,1,1,0,1,0,0,329.0,5.796057750765372,114.17167,22.29668
296,1,0,1,1,1,1,2,0,0,0,0,592.0,6.3835066348840055,114.18971,22.28553
